Company,Company ID,Country,Country GDP $,Not IFRS,Industry group,ICB code,Industry description,Listing status,2009 R&D investment,1 Yr R&D investment growth%,4 Yr R&D investment growth%,R&D investment / operation profit%,R&D investment / sales%,R&D + capex / sales%,Operating profit,If made profit,1 Yr operating profit%,4 Yr operating profit%,Operating profit / sales%,Sales,1 Yr sales growth%,4 Yr sales growth%,Employees,1 Yr employees growth%,4 Yr employees growth%,R&D / employees ,1 Yr R&D / employees growth%,4 Yr R&D / employees growth%,Sales outside region%,Market cap,Market cap change%,If market cap increase,R&D spend 2008,R&D spend 2007,R&D spend 2006,R&D spend 2005
"Teva Pharmaceutical Industries, Israel",344,Israel,221584427361.149,*,34,4577,Pharmaceuticals,FT Global 500,496.63,2,44,33.4,5.8,10.9,1486,Yes,176,79,17.3,8607,25,63,35089,-8,30,14.2,11,8,85,28443,-2,No,486.72,359.78,306.52,228.44
"Activision Blizzard, USA",494,USA,14617299295858.1,*,24,3747,Toys,Listed,388.26,-21,89,,14.7,16.3,-13,No,-110,-111,-0.5,2650,6,73,7000,0,101,55.5,-21,6,,8241,-18,No,488.78,166.91,82.40,81.60
"Rolls-Royce, UK",834,UK,2427911661952.04,,1,2713,Aerospace,FT Global 500,471.00,-4,10,40.1,4.5,7.3,1174,Yes,37,60,11.3,10414,15,38,38500,-1,2,12.2,-3,8,64,10374,29,Yes,490.00,454.00,411.00,352.00
"AREVA, France",265,France,2592078593347.73,,8,7535,Conventional electricity,Listed,367.84,-25,-17,136.2,3.0,12.5,270,Yes,-43,-56,2.2,12442,6,22,79444,5,22,4.6,-29,-32,,365,-26,No,492.23,506.44,414.93,362.51
"Allergan, USA",345,USA,14617299295858.1,*,34,4577,Pharmaceuticals,FT Global 500,437.18,-12,-5,77.8,15.7,17.8,562,Yes,14,74,20.1,2789,2,31,8300,-5,17,52.7,-7,-18,,11961,16,Yes,494.09,444.67,653.60,242.12
"Thales, France",819,France,2592078593347.73,,1,2717,Defence,Listed,589.69,17,22,,5.2,7.3,-151,No,-123,-128,-1.3,11312,1,12,64285,2,12,9.2,15,9,39,4063,-22,No,505.73,518.88,459.35,447.45
"Schlumberger, USA",970,USA,14617299295858.1,*,32,573,Oil equipment & services,FT Global 500,496.63,-2,20,19.6,3.5,14.1,2535,Yes,-41,-25,18.0,14058,-16,8,77000,-11,4,6.5,11,16,,43418,10,Yes,507.02,451.11,383.50,313.03
"Solvay, Belgium",898,Belgium,467559394365.929,,6,1357,Specialty chemicals,Listed,502.89,-2,3,73.6,6.7,11.6,683,Yes,38,3,9.1,7539,-11,-10,28204,-4,-3,17.8,2,6,45,4796,-8,No,513.55,506.44,510.00,423.81
"AT&T, USA",287,USA,14617299295858.1,*,12,6535,Fixed line telecommunications,FT Global 500,610.56,19,82,4.4,0.8,14.3,13901,Yes,-3,41,18.2,76177,-1,41,281000,-7,2,2.2,27,91,,97770,5,Yes,515.20,609.95,138.09,80.50
"L'Oreal, France",480,France,2592078593347.73,,33,3767,Personal products,FT Global 500,541.27,5,12,26.5,3.5,6.4,2044,Yes,-10,-9,13.2,15524,0,8,64643,-4,6,8.4,10,6,,37091,16,Yes,516.48,497.47,473.12,440.87
"Chevron, USA",984,USA,14617299295858.1,*,31,537,Integrated oil & gas,FT Global 500,373.40,-28,11,3.4,0.4,12.2,11030,Yes,-58,-46,10.6,103661,-37,-22,64000,-4,1,5.8,-24,11,,96365,13,Yes,517.06,348.01,289.80,195.68
"eBay, USA",316,USA,14617299295858.1,*,18,5377,Specialised consumer services,FT Global 500,562.56,8,45,62.4,10.4,16.9,902,Yes,-30,5,16.7,5404,2,31,16400,1,16,34.3,7,27,54,17469,1,Yes,519.10,452.24,355.62,226.20
"Exxon Mobil, USA",980,USA,14617299295858.1,*,31,537,Integrated oil & gas,FT Global 500,650.20,24,35,3.0,0.3,7.8,21874,Yes,-57,-49,11.7,186699,-29,-17,102700,-2,-3,6.3,26,40,,188897,-7,No,524.49,504.06,453.90,440.89
"3M, USA",788,USA,14617299295858.1,*,17,2727,Diversified industrials,FT Global 500,518.92,-2,2,17.4,3.6,7.5,2981,Yes,-8,-9,20.8,14319,-8,-1,74835,-5,0,6.9,4,2,52,37098,20,Yes,526.97,487.96,525.11,494.15
"Nvidia, USA",44,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,562.79,6,48,,27.3,27.3,-64,No,,-127,-3.1,2060,-3,3,5706,5,33,98.6,1,14,84,3327,-27,No,529.99,428.29,342.73,218.03
"Baxter International, USA",436,USA,14617299295858.1,*,19,4537,Medical supplies,FT Global 500,567.84,6,32,31.8,7.3,15.4,1785,Yes,16,45,23.0,7779,2,15,49700,2,5,11.4,3,26,54,16541,-20,No,537.50,470.62,380.21,330.05
"SAFRAN, France",833,France,2592078593347.73,,1,2713,Aerospace,Listed,558.86,3,-11,137.3,5.9,10.1,407,Yes,1479,,4.3,9417,0,2,55248,-2,1,10.1,5,-12,47,6434,46,Yes,541.09,788.09,763.22,417.59
"Konica Minolta, Japan",119,Japan,5470777391091.97,*,39,9574,Electronic office equipment,Listed,544.81,1,14,203.8,8.6,15.1,267,Yes,-64,40,4.2,6305,-12,-10,36875,16,16,14.8,-13,-2,52,3008,2,Yes,541.26,479.88,446.86,438.98
"TOTAL, France",982,France,2592078593347.73,,31,537,Integrated oil & gas,FT Global 500,577.52,6,6,4.0,0.6,10.6,14474,Yes,-35,-37,14.5,99647,-30,-19,96387,-1,-4,6.0,7,10,35,72367,-8,No,543.76,527.77,505.55,600.62
"Symantec, USA",156,USA,14617299295858.1,*,37,9537,Software,Listed,530.68,-3,3,86.7,14.3,18.5,612,Yes,,,16.5,3706,-3,12,17400,0,2,30.5,-3,1,50,6031,-22,No,544.74,554.36,536.80,422.40
"Deutsche Telekom, Germany",288,Germany,3260114884059.16,,12,6535,Fixed line telecommunications,FT Global 500,383.83,-30,-17,7.1,0.7,12.1,5390,Yes,-2,0,9.4,57398,5,5,257601,10,6,1.5,-36,-22,25,36104,6,Yes,545.54,486.90,432.70,384.72
"Seiko Epson, Japan",118,Japan,5470777391091.97,*,39,9574,Electronic office equipment,Listed,545.83,-1,-6,,7.3,12.0,-607,No,-282,-398,-8.1,7467,-17,-22,72326,-19,-18,7.5,22,15,44,1797,-4,No,551.24,563.34,618.21,592.29
"ALSTOM, France",642,France,2592078593347.73,,21,2757,Industrial machinery,Listed,544.65,-1,24,36.9,3.1,5.3,1476,Yes,10,70,8.5,17459,5,23,68858,-4,2,7.9,3,23,50,9448,-21,No,551.76,498.45,390.94,310.08
"Yamaha Motor, Japan",617,Japan,5470777391091.97,*,3,3353,Automobiles,Listed,412.85,-27,-22,,5.4,9.5,-1122,No,-517,-283,-14.6,7674,-28,-27,49994,0,12,8.3,-27,-31,32,3024,47,Yes,566.00,569.06,512.64,476.38
"Celgene, USA",399,USA,14617299295858.1,*,34,4573,Biotechnology,FT Global 500,483.69,-15,85,86.7,29.0,32.5,558,Yes,,,33.5,1666,19,111,2813,15,77,171.9,-26,18,,15839,6,Yes,567.39,234.37,148.88,92.58
"Marvell Technology, Bermuda",46,Bermuda,5867281536.7,*,39,9576,Semiconductors,Listed,512.83,-11,15,247.9,29.5,30.9,207,Yes,102,211,11.9,1739,-5,15,5241,-6,13,97.9,-6,5,,5791,10,Yes,575.88,601.15,407.59,193.74
"Petroleo Brasiliero, Brazil",983,Brazil,2054224952705.78,*,31,537,Integrated oil & gas,FT Global 500,421.70,-28,-8,3.1,0.7,39.0,13395,Yes,-12,10,23.5,56888,-22,10,76919,4,19,5.5,-30,-20,,92089,-14,No,582.70,545.55,450.18,247.07
"Deere, USA",690,USA,14617299295858.1,*,21,2753,Commercial vehicles & trucks,FT Global 500,604.99,4,24,41.0,4.2,8.2,1475,Yes,10,29,10.3,14312,-10,5,51300,-10,1,11.8,14,22,,17060,46,Yes,584.00,505.79,449.44,419.41
"Telefonica, Spain",286,Spain,1418409880841.96,,12,6535,Fixed line telecommunications,FT Global 500,690.36,16,30,5.8,1.4,11.9,11936,Yes,0,29,23.7,50405,-2,10,255151,1,11,2.7,15,16,40,63239,-10,No,593.51,527.77,522.43,483.34
"Syngenta, Switzerland",941,Switzerland,566764598976.798,,6,1353,Commodity chemicals,FT Global 500,594.46,-1,12,54.5,8.7,15.2,1092,Yes,-5,45,16.0,6807,-5,19,25925,7,22,22.9,-8,-8,67,13743,3,Yes,600.04,513.96,492.91,509.01
"Royal Bank of Scotland, UK",237,UK,2427911661952.04,,4,8355,Banks,FT Global 500,559.00,-7,25,,1.4,10.4,-2595,No,,,-6.7,38690,36,36,194500,-15,13,2.9,9,11,,27228,5,Yes,602.00,481.00,382.00,329.00
"Monsanto, USA",550,USA,14617299295858.1,*,14,3573,Farming & fishing,FT Global 500,679.92,12,43,36.1,9.4,17.2,1885,Yes,4,111,25.9,7270,1,39,22900,6,23,29.7,6,17,,19173,-30,No,606.85,483.00,448.94,364.11
"Bridgestone, Japan",558,Japan,5470777391091.97,*,3,3357,Tyres,Listed,570.50,-8,-1,142.9,3.3,10.7,399,Yes,-36,-68,2.3,17275,-20,-16,137135,-1,5,4.2,-7,-6,57,9182,-1,No,620.30,577.03,576.63,528.25
"Boston Scientific, USA",445,USA,14617299295858.1,*,19,4535,Medical equipment,Listed,640.91,3,9,,12.6,16.5,-561,No,,,-11.1,5070,2,7,26000,5,3,24.7,-2,6,,5148,-51,No,622.95,675.58,624.19,421.08
"Telecom Italia, Italy",285,Italy,2098071668645.46,,12,6535,Fixed line telecommunications,FT Global 500,748.11,20,196,17.1,3.0,11.9,4366,Yes,-7,-24,17.3,25166,-7,-9,72132,-5,-6,10.4,26,214,,15522,-5,No,625.50,108.40,118.17,159.93
"Schneider, France",762,France,2592078593347.73,,9,2733,Electrical components & equipment,FT Global 500,599.73,-5,7,46.0,4.3,6.5,1303,Yes,-43,-31,9.3,14032,-14,4,116065,-8,7,5.2,4,0,,18599,27,Yes,629.05,599.73,528.65,481.65
"Seagate Technology, Cayman Islands",128,Cayman Islands,1565186460764.05,*,39,9572,Computer hardware,Listed,590.13,-7,13,,9.7,16.2,-1646,No,-290,-390,-27.1,6072,-23,-4,47000,-13,-11,12.6,7,27,29,3375,-9,No,636.57,559.79,498.48,399.41
"Vivendi, France",311,France,2592078593347.73,,26,5553,Broadcasting & entertainment,FT Global 500,776.54,21,89,25.9,3.2,9.8,3000,Yes,12,-17,12.4,24107,7,25,48284,9,22,16.1,11,57,26,17665,-11,No,640.60,375.83,327.85,302.09
"Banco Santander, Spain",236,Spain,1418409880841.96,,4,8355,Banks,FT Global 500,760.70,18,,9.6,2.1,2.1,7947,Yes,-4,12,22.1,35986,31,58,170076,27,32,4.5,-7,,,61720,,No,645.33,554.58,,0.00
"Infineon Technologies, Germany",49,Germany,3260114884059.16,,39,9576,Semiconductors,Listed,457.57,-30,-48,,14.0,16.8,-586,No,,,-17.9,3264,-40,-48,29510,-30,-27,15.5,0,-30,,4026,30,Yes,655.71,704.58,1050.20,1104.40
"Biogen Idec, USA",396,USA,14617299295858.1,*,34,4573,Biotechnology,Listed,794.52,20,48,99.8,29.3,33.1,796,Yes,7,96,29.4,2711,7,41,4750,1,18,167.3,18,26,,8380,-4,No,663.85,572.89,444.85,462.98
"Vale, Brazil",874,Brazil,2054224952705.78,*,27,1775,General mining,FT Global 500,607.47,-10,52,16.2,4.2,38.9,3751,Yes,-60,-41,26.0,14435,-38,-9,60036,-4,14,10.1,-6,40,,87152,32,Yes,671.87,453.90,297.85,171.53
"UCB, Belgium",343,Belgium,467559394365.929,,34,4577,Pharmaceuticals,Listed,598.85,-12,1,195.9,21.6,22.9,306,Yes,204,14,11.0,2769,-13,1,9324,-17,-8,64.2,6,9,,3357,-13,No,681.48,693.91,546.42,454.02
"Applied Materials, USA",43,USA,14617299295858.1,*,39,9576,Semiconductors,FT Global 500,578.44,-15,-14,,18.6,23.6,-318,No,-140,-129,-10.2,3105,-38,-41,12619,-15,-10,45.8,-1,-4,81,9289,-17,No,683.71,707.21,713.56,582.39
"Apple, USA",127,USA,14617299295858.1,*,39,9572,Computer hardware,FT Global 500,869.40,25,74,18.5,3.8,7.0,4692,Yes,21,106,20.7,22625,12,63,34300,7,59,25.3,17,9,,140918,52,Yes,693.54,530.68,440.89,330.67
"Valeo, France",570,France,2592078593347.73,,3,3355,Auto parts,Listed,550.87,-21,-21,1240.0,8.3,12.6,44,Yes,,-76,0.7,6663,-13,-22,52110,2,-17,10.6,-23,-6,34,1622,27,Yes,698.36,701.91,701.02,692.14
"Sumitomo Chemical, Japan",938,Japan,5470777391091.97,*,6,1353,Commodity chemicals,Listed,872.21,24,41,,7.3,15.1,-221,No,-134,-126,-1.9,11895,-6,9,26902,5,14,32.4,18,24,,4414,-15,No,701.10,649.98,611.08,520.23
"PetroChina, China",995,China,1565186460764.05,,31,533,Exploration & production,FT Global 500,896.81,27,93,6.8,1.0,29.0,13168,Yes,0,-21,14.2,92455,-5,30,539168,13,18,1.7,13,65,,167001,-24,No,703.88,482.10,386.41,289.81
"ABB, Switzerland",761,Switzerland,566764598976.798,*,9,2733,Electrical components & equipment,FT Global 500,678.68,-5,20,26.6,3.4,3.4,2550,Yes,-8,31,13.0,19690,-9,13,116000,-3,5,5.9,-2,15,59,27511,4,Yes,716.45,588.89,504.06,454.52
"Mitsubishi Heavy, Japan",787,Japan,5470777391091.97,*,17,2727,Diversified industrials,Listed,674.04,-6,-8,173.0,3.0,8.4,390,Yes,-43,-5,1.7,22454,5,16,67416,5,7,10.0,-11,-14,,7634,-9,No,718.13,707.47,670.49,824.98
"Suzuki Motor, Japan",614,Japan,5470777391091.97,*,3,3353,Automobiles,Listed,764.70,6,22,171.8,3.8,10.6,445,Yes,-55,-46,2.2,19988,-14,2,30613,-39,-30,25.0,74,75,32,6885,-15,No,723.33,612.91,598.11,577.75
"Mitsubishi Chemical, Japan",940,Japan,5470777391091.97,*,6,1353,Commodity chemicals,Listed,850.12,14,34,,4.4,9.2,-285,No,-139,-135,-1.5,19350,-1,15,41480,65,40,20.5,-31,-6,,4635,3,Yes,745.43,606.49,595.96,593.44
"Lockheed Martin, USA",835,USA,14617299295858.1,*,1,2713,Aerospace,FT Global 500,464.43,-39,-35,16.3,1.7,3.5,2857,Yes,-8,15,10.2,27983,6,12,140000,-4,0,3.3,-36,-35,,16324,-8,No,755.47,746.80,705.31,645.24
"Amazon.com, USA",317,USA,14617299295858.1,*,18,5373,Broadline retailers,FT Global 500,883.65,17,63,123.8,5.8,7.3,714,Yes,44,97,4.7,15177,28,84,24300,17,53,36.4,0,9,,34577,55,Yes,755.47,586.41,486.10,335.01
"Mazda Motor, Japan",616,Japan,5470777391091.97,*,3,3353,Automobiles,Listed,638.35,-16,-6,,3.8,5.7,-446,No,-140,-146,-2.6,16868,-27,-18,39852,1,7,16.0,-17,-12,53,2566,2,Yes,760.97,715.42,636.78,604.26
"Aisin Seiki, Japan",568,Japan,5470777391091.97,*,3,3355,Auto parts,Listed,771.57,1,13,,5.2,15.7,-81,No,-106,-109,-0.6,14730,-18,-2,73201,0,16,10.5,1,-3,,4861,2,Yes,767.15,690.13,632.91,635.55
"Royal Dutch Shell, UK",979,UK,2427911661952.04,,31,537,Integrated oil & gas,FT Global 500,696.64,-11,14,5.7,0.4,10.2,12135,Yes,-62,-59,7.0,172263,-39,-23,101000,-1,-4,6.9,-10,19,,109257,11,Yes,783.95,743.70,548.02,364.11
"Genzyme, USA",398,USA,14617299295858.1,*,34,4573,Biotechnology,Listed,523.20,-33,9,172.5,18.7,33.4,303,Yes,-16,16,10.8,2796,-2,26,12000,9,26,43.6,-39,-11,,10463,24,Yes,784.13,438.58,391.64,298.78
"Porsche, Germany",615,Germany,3260114884059.16,,3,3353,Automobiles,Listed,660.15,-17,22,,11.3,11.3,-1183,No,-115,-130,-20.3,5833,-12,-8,12788,6,12,51.6,-22,10,,2523,-32,No,799.33,652.24,398.49,313.99
"France Telecom, France",284,France,2592078593347.73,,12,6535,Fixed line telecommunications,FT Global 500,765.88,-4,2,10.6,1.7,10.3,7199,Yes,-21,-13,15.9,45271,-5,-2,167148,-9,-11,4.6,5,15,,34507,-15,No,799.65,794.31,760.55,636.16
"Dow Chemical, USA",937,USA,14617299295858.1,*,6,1353,Commodity chemicals,FT Global 500,923.90,14,23,68.6,3.3,6.5,1347,Yes,16,-51,4.8,27831,-22,-13,52195,13,18,17.7,1,4,69,18070,15,Yes,811.20,808.10,720.79,664.44
"Unilever, UK",535,UK,2427911661952.04,,14,3577,Food products,FT Global 500,791.65,-4,-2,17.4,2.2,5.7,4559,Yes,0,-2,12.9,35382,-2,-1,168000,-3,-10,4.7,0,8,,50214,-2,No,823.63,771.21,804.98,846.74
"Ricoh, Japan",117,Japan,5470777391091.97,*,39,9574,Electronic office equipment,Listed,827.53,-1,8,263.9,5.9,10.6,314,Yes,-74,-71,2.3,13914,-6,4,108500,30,37,7.6,-24,-21,49,6077,-1,No,838.35,764.86,734.26,734.88
"Medtronic, USA",444,USA,14617299295858.1,*,19,4535,Medical equipment,FT Global 500,904.08,8,17,34.6,9.2,12.9,2610,Yes,61,40,26.6,9794,8,22,43000,5,11,21.0,3,6,,23853,-6,No,839.06,789.52,767.23,689.15
"Telstra, Australia",283,Australia,1122922429785.22,*,12,6535,Fixed line telecommunications,FT Global 500,785.25,-6,38,21.4,5.5,18.0,3661,Yes,6,9,25.8,14205,3,9,43181,-7,-7,18.2,1,50,,20157,-14,No,839.83,780.80,348.07,307.42
"Electronic Arts, USA",493,USA,14617299295858.1,*,24,3747,Toys,Listed,761.04,-10,14,,33.6,35.6,-438,No,,,-19.3,2263,-13,5,7800,-14,-6,97.6,6,23,,3205,-25,No,841.54,709.02,644.62,469.38
"Yahoo!, USA",207,USA,14617299295858.1,*,37,9535,Internet,FT Global 500,805.11,-5,30,339.0,20.1,26.8,238,Yes,,-62,5.9,4000,-10,0,13900,2,13,57.9,-7,17,,11547,-12,No,848.84,740.13,527.68,363.82
"DuPont, USA",939,USA,14617299295858.1,*,6,1353,Commodity chemicals,FT Global 500,853.30,-1,3,51.9,5.3,10.3,1645,Yes,-5,-22,10.2,16168,-14,-8,58000,-3,-3,14.7,2,6,60,22634,25,Yes,862.59,828.53,806.24,827.30
"Novo Nordisk, Denmark",341,Denmark,316081424057.807,,34,4577,Pharmaceuticals,FT Global 500,889.43,1,15,50.1,14.6,19.7,1776,Yes,21,50,29.1,6099,12,28,27985,7,19,31.8,-6,-2,66,26215,36,Yes,884.18,887.16,721.43,590.21
"Astellas Pharma, Japan",339,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,FT Global 500,1058.03,18,26,65.8,16.5,20.3,1607,Yes,-10,40,25.0,6424,-1,20,14261,4,1,74.2,13,6,43,9709,-12,No,894.43,1117.15,945.06,391.41
"Mitsubishi Electric, Japan",760,Japan,5470777391091.97,*,9,2733,Electrical components & equipment,FT Global 500,886.14,-3,5,105.6,3.6,7.5,839,Yes,-47,-26,3.4,24380,-9,-2,106931,1,5,8.3,-4,-1,,11079,8,Yes,913.23,882.84,805.16,785.67
"Eisai, Japan",340,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,Listed,1038.39,13,49,202.1,20.0,24.3,514,Yes,406,4,9.9,5200,6,23,10977,3,16,94.6,10,30,57,6444,-1,No,918.13,720.37,620.28,521.01
"Broadcom, USA",41,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,950.47,2,33,2633.3,34.2,35.7,36,Yes,-66,-72,1.3,2781,-4,22,7407,0,27,128.3,2,6,,9889,21,Yes,927.41,835.04,691.69,402.89
"Honeywell, USA",786,USA,14617299295858.1,*,17,2727,Diversified industrials,FT Global 500,823.58,-14,-3,39.6,4.3,6.3,2082,Yes,-6,3,10.9,19139,-15,-5,122000,-5,1,6.8,-10,-4,,19758,18,Yes,955.48,903.46,873.74,663.82
"Caterpillar, USA",689,USA,14617299295858.1,*,21,2753,Commercial vehicles & trucks,FT Global 500,879.93,-18,2,205.9,4.4,11.5,427,Yes,-85,-85,2.1,20061,-35,-24,93813,-17,-5,9.4,-1,8,67,26551,50,Yes,1070.04,869.40,834.11,671.25
"Daiichi Sankyo, Japan",337,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,Listed,1227.52,13,12,,21.9,24.3,-1842,No,-294,-358,-32.9,5602,-4,-8,28895,88,76,42.5,-40,-37,38,8466,-5,No,1087.39,1134.95,1056.02,
"United Technologies, USA",832,USA,14617299295858.1,*,1,2713,Aerospace,FT Global 500,964.77,-12,-2,24.1,3.0,4.5,4003,Yes,-15,0,12.3,32463,-10,4,206700,-7,-7,4.7,-5,5,,40674,22,Yes,1096.66,1039.07,946.81,846.49
"Merck, Germany",338,Germany,3260114884059.16,,34,4577,Pharmaceuticals,Listed,1194.67,9,41,222.2,17.4,23.4,538,Yes,-17,-15,7.8,6883,3,10,32850,3,8,36.4,6,32,52,3459,-4,No,1096.76,997.78,649.93,633.50
"BT, UK",282,UK,2427911661952.04,,12,6535,Fixed line telecommunications,FT Global 500,1029.00,-8,-2,49.0,4.9,13.9,2102,Yes,370,8,10.1,20859,-2,2,101700,-8,-5,10.1,0,3,,10739,3,Yes,1119.00,1252.00,1119.00,727.00
"Advanced Micro Devices, USA",40,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,1065.70,-7,14,260.8,31.9,40.5,409,Yes,,,12.2,3346,-8,-8,13400,-9,-7,79.5,2,20,87,2711,78,Yes,1144.34,1143.72,746.18,708.42
"Texas Instruments, USA",42,USA,14617299295858.1,*,39,9576,Semiconductors,FT Global 500,913.99,-24,-29,74.1,14.2,21.4,1234,Yes,-17,-34,19.1,6457,-17,-23,26584,-10,-16,34.4,-15,-16,,17970,-4,No,1201.31,1334.45,1359.22,1247.76
"BASF, Germany",936,Germany,3260114884059.16,,6,1353,Commodity chemicals,FT Global 500,1252.78,3,9,37.4,2.8,10.9,3349,Yes,-40,-43,7.4,45040,-19,-6,105054,8,15,11.9,-5,-5,44,31762,13,Yes,1219.01,1243.36,1156.20,965.17
"FUJIFILM, Japan",707,Japan,5470777391091.97,*,9,2737,Electronic equipment,FT Global 500,1271.00,2,7,659.3,7.8,14.3,193,Yes,-86,-76,1.2,16193,-14,-10,76252,-3,0,16.7,5,7,33,9965,6,Yes,1247.81,1177.40,1211.65,1117.62
"EMC, USA",126,USA,14617299295858.1,*,39,9572,Computer hardware,FT Global 500,1211.60,-4,21,138.1,14.0,16.9,877,Yes,-7,-5,10.1,8685,-6,15,43200,3,26,28.0,-7,-3,42,23855,26,Yes,1268.09,1094.02,910.15,725.70
"STMicroelectronics, The Netherlands",39,The Netherlands,835338475725.744,,39,9576,Semiconductors,Listed,1375.32,8,27,,26.1,34.6,-890,No,,,-16.9,5270,-14,-12,51560,0,0,26.7,9,27,,4265,-1,No,1268.81,1105.33,998.82,962.29
"Sharp, Japan",706,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,1300.60,0,14,,6.9,15.2,-1413,No,-237,-246,-7.5,18939,-17,-4,54144,1,10,24.0,-1,3,33,6971,-10,No,1304.99,1262.86,1026.79,985.32
"Continental, Germany",557,Germany,3260114884059.16,,3,3357,Tyres,Listed,1248.60,-8,55,,7.0,11.1,-950,No,,-197,-5.3,17855,-17,16,133416,-10,32,9.4,3,21,,7269,110,Yes,1354.24,748.20,602.22,524.57
"Procter & Gamble, USA",520,USA,14617299295858.1,*,20,3724,Nondurable household products,FT Global 500,1265.71,-8,-2,12.1,2.6,6.6,10462,Yes,-4,16,21.2,49351,-5,12,135000,-2,3,9.4,-6,-6,,105145,11,Yes,1378.41,1307.82,1284.91,1201.31
"Nestle, Switzerland",534,Switzerland,566764598976.798,,14,3577,Food products,FT Global 500,1330.50,-5,19,14.1,2.1,6.4,9417,Yes,7,14,14.6,64469,-2,5,278000,-2,4,4.8,-3,16,,107211,20,Yes,1401.19,1123.23,1038.76,897.98
"Volvo, Sweden",688,Sweden,466459315772.176,,21,2753,Commercial vehicles & trucks,FT Global 500,1343.43,-5,21,,7.1,12.4,-1562,No,-222,-199,-8.2,18938,-28,-20,88084,-9,0,15.3,5,22,,14914,44,Yes,1410.30,1119.32,977.52,915.94
"Qualcomm, USA",6,USA,14617299295858.1,*,39,9578,Telecommunications equipment,FT Global 500,1510.93,7,47,110.5,23.4,30.7,1368,Yes,-41,-25,21.2,6450,-7,25,16100,5,32,93.8,2,13,94,37722,-21,No,1412.47,1132.58,952.38,626.05
"Philips Electronics, The Netherlands",510,The Netherlands,835338475725.744,,24,3743,Consumer electronics,FT Global 500,1522.88,6,-10,255.8,7.4,9.7,595,Yes,,-44,2.9,20603,-13,-19,117587,-7,-15,13.0,14,5,,17607,28,Yes,1433.14,1425.15,1541.54,2333.19
"SAP, Germany",155,Germany,3260114884059.16,,37,9537,Software,FT Global 500,1370.95,-5,13,60.7,14.5,16.4,2257,Yes,-4,-1,23.8,9482,-8,7,48471,-6,16,28.3,1,-3,47,33761,-5,No,1445.58,1298.09,1153.37,967.24
"Finmeccanica, Italy",818,Italy,2098071668645.46,,1,2717,Defence,Listed,1711.24,9,7,166.9,11.7,14.8,1025,Yes,26,42,7.0,14661,24,37,72537,16,26,23.6,-6,-15,47,3821,-31,No,1569.97,1605.51,1660.60,1551.31
"Abbott Laboratories, USA",336,USA,14617299295858.1,*,34,4577,Pharmaceuticals,FT Global 500,1699.01,2,18,36.0,8.9,12.5,4713,Yes,22,69,24.7,19051,4,23,73000,6,11,23.3,-4,7,,47863,13,Yes,1665.00,1551.58,1396.54,1127.73
"Oracle, USA",154,USA,14617299295858.1,*,37,9537,Software,FT Global 500,2014.99,18,36,36.1,12.1,13.0,5587,Yes,10,35,33.6,16608,15,37,105000,22,40,19.2,-4,-3,,70528,4,Yes,1713.42,1697.32,1359.22,1159.21
"Fujitsu, Japan",214,Japan,5470777391091.97,*,37,9533,Computer services,Listed,1662.30,-3,1,,5.3,9.1,-710,No,-189,-161,-2.3,31217,-12,-6,165612,-1,4,10.0,-2,-3,,8622,2,Yes,1720.94,1690.19,1606.85,1597.91
"Google, USA",206,USA,14617299295858.1,*,37,9535,Internet,FT Global 500,1760.50,2,69,34.2,12.0,15.4,5149,Yes,50,104,35.2,14645,9,72,19835,-2,49,88.8,4,18,53,95983,6,Yes,1729.64,1312.77,760.78,371.24
"Fiat, Italy",611,Italy,2098071668645.46,,3,3353,Automobiles,Listed,1503.33,-15,-2,446.4,3.4,8.8,337,Yes,-88,-82,0.8,43801,-17,-8,190651,-4,6,7.9,-11,-7,,9051,3,Yes,1764.55,1546.87,1419.81,1384.27
"NTT, Japan",281,Japan,5470777391091.97,*,12,6535,Fixed line telecommunications,FT Global 500,1784.00,-1,-8,23.6,2.6,16.1,7564,Yes,-18,-10,10.9,69287,-2,-3,196296,1,-1,9.1,-2,-7,,86181,-29,No,1803.01,1809.71,2051.72,2115.77
"Takeda Pharmaceutical, Japan",331,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,FT Global 500,3013.58,64,132,145.3,29.5,32.0,2074,Yes,-34,-35,20.3,10233,12,23,19362,23,28,155.6,33,82,53,22620,16,Yes,1834.49,1285.80,1128.45,940.92
"General Electric, USA",785,USA,14617299295858.1,*,17,2727,Diversified industrials,FT Global 500,2058.33,10,13,11.9,2.1,7.7,17310,Yes,-35,-25,18.0,95938,-14,-7,304000,-6,-5,6.8,17,20,46,101821,11,Yes,1870.09,1863.27,1838.50,1697.32
"Amgen, USA",395,USA,14617299295858.1,*,34,4573,Biotechnology,FT Global 500,1773.48,-5,-4,52.0,19.6,23.2,3409,Yes,6,23,37.6,9067,-2,4,17200,2,-3,103.1,-7,-1,,32655,-15,No,1876.28,2022.42,2084.34,1432.91
